CATEGORY,INCLUDE (1=yes; 0=no),DESCRIPTION,ROW_ID,,
Radiology,,L HIP 1 VIEW LEFT,1,,
Radiology,,"L FNA, BREAST ONLY LEFT",1,,
Radiology,,"L FNA BRSEAST, THYROID OR PROSTATE LEFT",1,,
Radiology,,L EMERG BILAT LOWER EXT VEINS LEFT,1,,
Radiology,,L CT UP EXT W/C +RECONSTRUCTION LEFT,1,,
Radiology,,L CT UP EXT W&W/O C LEFT,1,,
Radiology,,L CT LOW.EXT W/C +RECONSTRUCTION LEFT,1,,
Radiology,,L CLIP PLACMENT FOLLOWING BREAST BX LEFT,1,,
Radiology,,L CHEST FLUORO WITHOUT RADIOLOGIST LEFT,1,,
Radiology,,L BX-NEEDLE KIDNEY BY RADIOLOGIST LEFT,1,,
Radiology,,"L BX SUPERFISCAL CER,AXL OR ING LEFT",1,,
Radiology,,L BREAST CYST ASPIRATION LEFT,1,,
Radiology,,"L 75894 TRANS THERAPY, EMBO S&I LEFT",1,,
Radiology,,INJ EPIDURAL BLOOD/CLOT PATCH,1,,
Radiology,,L 75741 UNILAT PUL SEL ANGIOGRAPHY LEFT,1,,
Radiology,,"KYPHOPLASTY, THORACIC NON-RAD",1,,
Radiology,,"KYPHOPLASTY, THORACIC",1,,
Radiology,,KUB FOR COLONIC TRANSIT,1,,
Radiology,,"INTRODUCTION LONG GI TUBE, S&I",1,,
Radiology,,INTRAVAS STENT ADD'L VESSEL,1,,
Radiology,,INTRAOPERTIVE US GUIDANCE,1,,
Radiology,,INS CATH REN ART 2ND +UNILAT,1,,
Radiology,,INS CATH REN ART 1ST UNILAT,1,,
Radiology,,INJEC PROC SIALOGRAPHY,1,,
Radiology,,INJ-VENO/PAC,1,,
Radiology,,INJ SCOLOSING AGENT IN LYMPHOCELE,1,,
Radiology,,INJ PARAVERT F JNT C/T 1 LEV,1,,
Radiology,,MR CALF W/O CONTRAST,1,,
Radiology,,MR FETAL,1,,
Radiology,,MR GYN PELVIS W&W/O CONTRAST,1,,
Radiology,,OPL HIP UNILAT MIN 2 VIEWS IN O.R. PORT LEFT,1,,
Radiology,,OPR UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. PORT RIGHT,1,,
Radiology,,OPR KNEE( (SINGLE VIEW) IN O.R. PORT RIGHT,1,,
Radiology,,OPR HIP UNILAT MIN 2 VIEWS IN O.R. PORT RIGHT,1,,
Radiology,,OPR HEEL (AXIAL & LATERAL) IN O.R. PORT RIGHT,1,,
Radiology,,"OPR FOOT AP,LAT & OBL IN O.R. PORT RIGHT",1,,
Radiology,,"OPR ELBOW, AP & LAT VIEWS IN O.R. PORT RIGHT",1,,
Radiology,,OPR ANKLE 1 VIEW IN O.R. PORT RIGHT,1,,
Radiology,,OPOPR FOREARM (AP & LAT) SOFT TISSUE IN O.R. PORT IN O.R. PORT RIGHT,1,,
Radiology,,OPOP HIP UNILAT MIN 2 VIEWS IN O.R. PORT IN O.R. PORT,1,,
Radiology,,OPOP HIP 1 VIEW IN O.R. PORT IN O.R. PORT,1,,
Radiology,,OPOP ABDOMEN (SUPINE ONLY) IN O.R. PORT IN O.R. PORT,1,,
Radiology,,OPL UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. PORT LEFT,1,,
Radiology,,OPL KNEE (2 VIEWS) IN O.R. PORT LEFT,1,,
Radiology,,"OPL HAND (AP, LAT & OBLIQUE) IN O.R. PORT LEFT",1,,
Radiology,,OR ANKLE 1 VIEW IN O.R. RIGHT,1,,
Radiology,,OPL FOREARM (AP & LAT) IN O.R. PORT LEFT,1,,
Radiology,,"OPL ELBOW, AP & LAT VIEWS IN O.R. PORT LEFT",1,,
Radiology,,"OPL ELBOW (AP, LAT & OBLIQUE) IN O.R. PORT LEFT",1,,
Radiology,,"OPL ANKLE (AP, LAT & OBLIQUE) IN O.R. PORT LEFT",1,,
Radiology,,OPL ANKLE (2 VIEWS) IN O.R. PORT LEFT,1,,
Radiology,,OPB FEMUR (AP & LAT) IN O.R. PORT BILAT,1,,
Radiology,,OP SPINAL FLUORO WITHOUT RADIOLOGIST IN O.R. PORT,1,,
Radiology,,OP PORTABLE ABDOMEN IN O.R. PORT,1,,
Radiology,,OP NECK SOFT TISSUES IN O.R. PORT,1,,
Radiology,,OP LUMBO-SACRAL SPINE (AP & LAT) IN O.R. PORT,1,,
Radiology,,OP CHEST FLUORO WITHOUT RADIOLOGIST IN O.R. PORT,1,,
Radiology,,OP C-SPINE (SINGLE VIEW ONLY) IN O.R. PORT,1,,
Radiology,,"OP ABDOMEN, SINGLE VIEW IN O.R. PORT",1,,
Radiology,,"OPROP ANKLE (AP, LAT & OBLIQUE) IN O.R. PORT RIGHT IN O.R. PORT",1,,
Radiology,,OR CLAVICLE IN O.R. RIGHT,1,,
Radiology,,"OOR ANKLE (AP, LAT & OBLIQUE) IN O.R. IN O.R. RIGHT",1,,
Radiology,,P ABDOMEN & PELVIS US PORT,1,,
Radiology,,"P C-SPINE, NON-TRAUMA PORT",1,,
Radiology,,P C-SPINE TRAUMA W/FLEX & EXT 5 VIEWS PORT,1,,
Radiology,,P C-SPINE (PORTABLE) PORT,1,,
Radiology,,P BAS/UGI AIR/SBFT PORT,1,,
Radiology,,P BABYGRAM THORACIC AP/LAT PORT,1,,
Radiology,,P BABYGRAM SKULL AP/LAT PORT,1,,
Radiology,,"P BABYGRAM LOWER EXT,MIN 2 VIEWS PORT",1,,
Radiology,,P AP/PA SINGLE VIEW EXPIRATORY CHEST PORT,1,,
Radiology,,P ANKLE (2 VIEWS) PORT,1,,
Radiology,,P ADULT HEAD US PORT,1,,
Radiology,,P ABDOMINAL FLUORO PORT,1,,
Radiology,,"P ABDOMEN, SINGLE VIEW PORT",1,,
Radiology,,P ABDOMEN (WITH LAT DECUB) PORT,1,,
Radiology,,P ABD SUPINE & LAT DECUB PORT,1,,
Radiology,,"OR ELBOW (AP, LAT & OBLIQUE) IN O.R. RIGHT",1,,
Radiology,,P 93990 AVF/DUPLEX HEMO/DIAL ACCESS PORT,1,,
Radiology,,ORO KNEE (2 VIEWS) IN O.R. RIGHT IN O.R.,1,,
Radiology,,ORO HIP UNILAT MIN 2 VIEWS IN O.R. RIGHT IN O.R.,1,,
Radiology,,"ORO HAND (AP, LAT & OBLIQUE) IN O.R. RIGHT IN O.R.",1,,
Radiology,,ORO FOREARM (AP & LAT) IN O.R. RIGHT IN O.R.,1,,
Radiology,,ORO FEMUR (AP & LAT) IN O.R. RIGHT IN O.R.,1,,
Radiology,,ORAL CHOLECYSTOGRAM,1,,
Radiology,,OR SHOULDER 1 VIEW IN O.R. RIGHT,1,,
Radiology,,"OR SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA IN O.R. RIGHT",1,,
Radiology,,OR LOWER EXTREMITY FLUORO IN O.R. RIGHT,1,,
Radiology,,OR KNEE (PORTABLE) IN O.R. RIGHT,1,,
Radiology,,OR KNEE (3 VIEWS) IN O.R. RIGHT,1,,
Radiology,,OR FEMUR (AP & LAT) SOFT TISSUE IN O.R. RIGHT,1,,
Radiology,,"OOR SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA IN O.R. IN O.R. RIGHT",1,,
Radiology,,"OOL WRIST, AP & LAT VIEWS IN O.R. IN O.R. LEFT",1,,
Radiology,,MR HEAD & NECK ANGIO,1,,
Radiology,,MRI PELVIS WITHOUT CONTRAST,1,,
Radiology,,O CHEST (LAT DECUB ONLY) IN O.R.,1,,
Radiology,,O C-SPINE NON-TRAUMA W/OBLS 3 VIEWS IN O.R.,1,,
Radiology,,O C-SPINE NON-TRAUMA W/FLEX & EXT 4 VIEWS IN O.R.,1,,
Radiology,,"O BILAT HIPS (AP,LAT & AP PELVIS) IN O.R.",1,,
Radiology,,O ABDOMINAL FLUORO IN O.R.,1,,
Radiology,,O ABD COMPL INCLUDING LAT DECUB IN O.R.,1,,
Radiology,,O 3 VIEW THORACIC SPINE IN O.R.,1,,
Radiology,,NUCHAL TRANSLUENCY US,1,,
Radiology,,"NUCHAL TRANSLUCENCY US, SINGLE/FIRST FETUS",1,,
Radiology,,"NO RAD MS 1ST 30""",1,,
Radiology,,NEONATALDOPPLER INTRACRANIAL ART LIMITED,1,,
Radiology,,NEEDLE LOCALIZATION RIGHT,1,,
Radiology,,NEEDLE LOCALIZATION LEFT,1,,
Radiology,,MRHAND W/O&W/CONTRAST,1,,
Radiology,,O CHEST SGL VIEW/LINE PLACEMENT IN O.R.,1,,
Radiology,,MRA TORSO (CHEST & ABD) W/CONTRAST,1,,
Radiology,,MRA PELVIS W/O CONTRAST,1,,
Radiology,,MRA LUMBAR SPINE,1,,
Radiology,,MRA LOWER EXT W/O CONTRAST,1,,
Radiology,,MRA KIDNEY W/O C (ABD),1,,
Radiology,,MRA KIDNEY W/CONTRAST,1,,
Radiology,,MRA CAROTID/VERTEBRAL W/CONTRAST,1,,
Radiology,,MRA BRAIN W/CONTRAST,1,,
Radiology,,MR-ANGIO HEAD W & W/O CONTRAST,1,,
Radiology,,MR SI JOINTS W&W/O CONTRAST,1,,
Radiology,,MR SHOULDER W&W/O CONTRAST,1,,
Radiology,,MR MEDIASTINUM,1,,
Radiology,,MR HIP,1,,
Radiology,,O CHEST FLUORO IN O.R.,1,,
Radiology,,"O CHOLANGIOGRAM,IN OR W FILMS IN O.R.",1,,
Radiology,,OOL HUMERUS (AP & LAT) IN O.R. IN O.R. LEFT,1,,
Radiology,,"OL FINGER(S),2+VIEWS IN O.R. LEFT",1,,
Radiology,,OOL FEMUR (AP & LAT) IN O.R. IN O.R. LEFT,1,,
Radiology,,OO SACRUM IN O.R. IN O.R.,1,,
Radiology,,"OO LUMBAR SP,SINGLE FILM IN O.R. IN O.R.",1,,
Radiology,,OO LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. IN O.R.,1,,
Radiology,,OO ENTIRE SPINE (AP & LAT ONLY) IN O.R. IN O.R.,1,,
Radiology,,OLO LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R. LEFT IN O.R.,1,,
Radiology,,OLO FOREARM (AP & LAT) IN O.R. LEFT IN O.R.,1,,
Radiology,,OL THUMB (AP & LATERAL) IN O.R. LEFT,1,,
Radiology,,OL SHOULDER 1 VIEW IN O.R. LEFT,1,,
Radiology,,"OL SHOULDER (AP, NEUTRAL & AXILLARY) TRAUMA IN O.R. LEFT",1,,
Radiology,,OL LOWER EXTREMITY FLUORO IN O.R. LEFT,1,,
Radiology,,OL GLENO-HUMERAL SHOULDER (W/ Y VIEW) IN O.R. LEFT,1,,
Radiology,,OL FOREARM (AP & LAT) SOFT TISSUE IN O.R. LEFT,1,,
Radiology,,OBO FEMUR (AP & LAT) IN O.R. BILAT IN O.R.,1,,
Radiology,,O IVP NO TOMO IN O.R.,1,,
Radiology,,OB WRIST(3 + VIEWS) IN O.R. BILAT,1,,
Radiology,,OB KNEE (2 VIEWS) IN O.R. BILAT,1,,
Radiology,,"OB FOOT AP,LAT & OBL IN O.R. BILAT",1,,
Radiology,,OB F/U WITH MEASUREMENT,1,,
Radiology,,OB F/U W/MEASUREMENTS,1,,
Radiology,,O UPPER EXTREMITY FLUORO WITHOUT RADIOLOGIST IN O.R.,1,,
Radiology,,O TRAUMA #2 (AP CXR & PELVIS PORT) IN O.R.,1,,
Radiology,,O THOR SP WITH OBL IN O.R.,1,,
Radiology,,O T-L SPINE 3' FILM AP & LAT IN O.R.,1,,
Radiology,,O SPINAL FLUORO WITH RADIOLOGIST IN O.R.,1,,
Radiology,,O SPINAL FLUORO IN O.R.,1,,
Radiology,,"O MANDIBLE (PA, TOWNES & BOTH OBLS) IN O.R.",1,,
Radiology,,"O L-SPINE (WITH FLEX, EXT & OBL) IN O.R.",1,,
Radiology,,CT PELVIS W/O CONTRAST W/ONC TABLES,1,,
Radiology,,CT PELVIS ORTHO W/O CONTRAST W/3D,1,,
Radiology,,CT NECK W/CONTRAST W/ONC TABLES,1,,
Physician ,1,Physician Residentand attending  Progress Note,1,,
Physician ,1,Progress note - Resident,1,,
Physician ,1,Procedure/Event Note,1,,
Physician ,,Procedure note - L femoral line,1,,
Physician ,,Procedure note,1,,
Physician ,,Procedure Note: A-line placement,1,,
Physician ,,Procedure Note- Bronchoscopy with BAL,1,,
Physician ,,Procedure,1,,
Physician ,1,Post Cath Check,1,,
Physician ,1,Physician/Attending Resident Admission Note,1,,
Physician ,1,Physician resident post-procedure check,1,,
Physician ,1,Physician progress note,1,,
Physician ,1,Physician Resodent Admission Note - MICU,1,,
Physician ,1,Physician Residentand attending  Progress Note - M,1,,
Physician ,1,Physician Residentand Attending  Admission Note -,1,,
Physician ,,Rash,1,,
Physician ,1,Physician Resident/attending  Admission Note - MIC,1,,
Physician ,1,Physician Resident/ICU Attending Admission Note -,1,,
Physician ,1,Physician Resident/Attening Admission Note - MICU,1,,
Physician ,1,Physician Resident/Attending Progress Note - MICU`,1,,
Physician ,1,Physician Resident/Attending Progress Note - CCU,1,,
Physician ,1,Physician Resident/Attending Progess Note,1,,
Physician ,1,Physician Resident/Atending Admission Note - MICU,1,,
Physician ,1,Physician Resident/ attending Progress Note - MICU,1,,
Physician ,1,Physician Resident/ Attending  Progress Note,1,,
Physician ,1,Physician Resident attending  Progress Note - MICU,1,,
Physician ,1,Physician Resident and attending  Progress Note -,1,,
Physician ,1,Physician Resident and attending  Progress Note,1,,
Physician ,1,Physician Resident and attedning Admission Note -,1,,
Physician ,1,RESIDEN ADMISSION NOTE,1,,
Physician ,1,Resident / Attending Admission Note,1,,
Physician ,1,Physician Resident Note - MICU,1,,
Physician ,1,Resident Progress Note / Attending Addendum,1,,
Physician ,1,SICU resident admission note,1,,
Physician ,1,SICU admission note,1,,
Physician ,,Right Heart Catheterization,1,,
Physician ,1,Residnet / Attending Admission Notes,1,,
Physician ,1,Resident/MICU attending Note,1,,
Physician ,1,Resident/Attending Progress Note,1,,
Physician ,1,Resident/Attending Admit Note,1,,
Physician ,1,Resident progress Note,1,,
Physician ,1,Resident and Attending Note,1,,
Physician ,1,Resident and Attending Admission Notes - MICU,1,,
Physician ,1,"Resident Progress Note, CCu",1,,
Physician ,1,Resident Progress Note CCu,1,,
Physician ,1,Resident Progress Note CCU,1,,
Physician ,1,Resident Progess Note,1,,
Physician ,1,Resident / Attending Admission Note - MICU,1,,
Physician ,1,Resident Note/Attending Addendum,1,,
Physician ,1,Resident Death Note,1,,
Physician ,1,Resident Admission/ Attending Admission note,1,,
Physician ,1,Resident Admission note - TSICU,1,,
Physician ,1,Resident Admission Note-critical care addendum,1,,
Physician ,1,Resident / Attending notes,1,,
Physician ,1,Resident / Attending admission note,1,,
Physician ,1,Resident / Attending Transfer Notes,1,,
Physician ,1,Resident / Attending Progress Note,1,,
Physician ,1,Resident / Attending Physician Note,1,,
Physician ,1,"Resident / Attending Notes, and Family Meeting",1,,
Physician ,1,Resident / Attending Note,1,,
Physician ,1,Resident / Attending Admission notes,1,,
Physician ,1,Physician Resident Transfer/Accept/ Note - MICU,1,,
Physician ,1,Physician Resident MICU ADMIT note,1,,
Physician ,1,Student and Attending Notes,1,,
Physician ,1,Overnight Intensivist Admission Addendum,1,,
Physician ,1,Physician Attending  Progress Note,1,,
Physician ,1,Physician Attending  Admission Note,1,,
Physician ,1,Physican Resident Progress Note,1,,
Physician ,1,Physican Resident Admission Note - MICU attending,1,,
Physician ,,Pericardial drain removal,1,,
Physician ,,Peramivir - Attending Physician Note,1,,
Physician ,,Pacemaker interrogation,1,,
Physician ,1,PGY1/Attending Daily Progress note MICU,1,,
Physician ,1,"PGY1- Daily Progress Note, MICU",1,,
Physician ,1,PGY1 - Daily Progress Note,1,,
Physician ,1,Overnight intensivist admission,1,,
Physician ,1,Overnight Intensivisty,1,,
Physician ,1,Overnight Intensivist Fellow Admission Note - MICU,1,,
Physician ,1,Overnight Intensivist - Brief Note,1,,
Physician ,1,Physician Attending Admission Note - Howell,1,,
Physician ,1,Overnight Intensivist (Fellow) Admit,1,,
Physician ,,Nasogastric Tube Placement,1,,
Physician ,,NG placement,1,,
Physician ,,Moderate Sedation and NG placement,1,,
Physician ,1,Medicine resident Admission note,1,,
Physician ,1,Medical Student/Attending Admission Note - MICU,1,,
Physician ,1,MS4 Admission Note,1,,
Physician ,1,MICU staff addendum,1,,
Physician ,1,MICU attending goals of care discussion,1,,
Physician ,1,MICU attending event note,1,,
Physician ,1,MICU attending addendum/progress note,1,,
Physician ,1,MICU attending Admit Addendum,1,,
Physician ,1,MICU attending Addendum,1,,
Physician ,1,Physician Attending - Resident Admission Note - MI,1,,
Physician ,1,Physician Attending Admission Notel,1,,
Physician ,1,Physician Resident Floor Transfer Note,1,,
Physician ,1,Physician Progress,1,,
Physician ,1,Physician Resident Attending/Admission Note - MICU,1,,
Physician ,1,Physician Resident Admission/Transfer Note - MICU,1,,
Physician ,1,Physician Resident Admission/Progress Note - CCU,1,,
Physician ,1,Physician Resident Accept Note - FICU accept from,1,,
Physician ,1,Physician Resident Accept Note - CCU->MICU,1,,
Physician ,1,Physician Resident ACCEPT Note - MICU,1,,
Physician ,1,Physician Resident ACCEPT Note - FICU,1,,
Physician ,1,Physician Resident /Attending Progress Note - MICU,1,,
Physician ,1,Physician Resident /Attending Progress Note,1,,
Physician ,1,Physician Resident (Attending Addendum) Admission,1,,
Physician ,1,Physician Residen/Attending Progress Note - MICU,1,,
Physician ,1,Physician Residen Progress Note,1,,
Physician ,1,Physician Progress Note - Resident and Attending,1,,
Physician ,1,Physician Note,1,,
Physician ,1,Physician Attending Fellow Progress Note - MICU,1,,
Physician ,1,Physician Medical Student/Attending Progress Note,1,,
Physician ,1,Physician Intensivist ICU  Note,1,,
Physician ,1,Physician Intensivist Daily Note,1,,
Physician ,1,Physician Fellow and Attending Progress Note - MIC,1,,
Physician ,1,Physician Fellow Progress Note/MICU attending adde,1,,
Physician ,1,Physician Fellow Progress Note/Attendign progress,1,,
Physician ,1,Physician Fellow Progress Note-MICU attending adde,1,,
Physician ,1,Physician Fellow Progress Note /attending addendum,1,,
Physician ,1,Physician Fellow Progress Note -attending addendum,1,,
Physician ,1,Physician Fellow Progress Note -MICU attending not,1,,
Physician ,1,Physician Fellow Progress Note - MICU attending pr,1,,
Physician ,1,Physician Attending/Resident Progress Note,1,,
Physician ,1,Physician Attending and fellow Progress Note - MIC,1,,
Physician ,,Small-bore feeding tube placement,1,,
Physician ,,Subclavian Attempt,1,,
Radiology,,CT MAX/MAND DENTA SCAN,1,,
Radiology,,BP FOREARM (AP & LAT) BILAT PORT,1,,
Radiology,,C-SPINE OBLS ONLY 2 VIEWS,1,,
Radiology,,C-SPINE CAROTID ON O.R. W/ CONTRAST,1,,
Radiology,,BX PROST BY UROLOGIST,1,,
Radiology,,BX PERCU LUNG/MEDIASTINUM,1,,
Radiology,,"BX LIVER, PERCUTANEOUS",1,,
Radiology,,"BP WRIST, AP & LAT VIEWS BILAT PORT",1,,
Radiology,,BP US MAJOR JOINT ASP./INJ. BILAT PORT,1,,
Radiology,,BP US EXTREMITY NONVASCULAR BILAT PORT,1,,
Radiology,,BP UNILAT LOWER EXT VEINS BILAT PORT,1,,
Radiology,,"BP TOE(S), 2+ VIEW BILAT PORT",1,,
Radiology,,BP PLEURAL ASP BY RADIOLOGIST BILAT PORT,1,,
Radiology,,BP NAVICULAR (SCAPHOID ONLY) 4 VIEWS BILAT PORT,1,,
Radiology,,BP HUMERUS (AP & LAT) SOFT TISSUE BILAT PORT,1,,
Radiology,,BP EMERG. LOWER EXT VEINS BILAT PORT,1,,
Radiology,,"C/OTHER COLONIC TUBE, ALL INCL.",1,,
Radiology,,BP ELBOW (AP & LAT) SOFT TISSUE BILAT PORT,1,,
Radiology,,"BP BILAT HIPS (AP,LAT & AP PELVIS) BILAT PORT",1,,
Radiology,,"BOP ANKLE (AP, LAT & OBLIQUE) BILAT IN O.R. PORT",1,,
Radiology,,"BO FINGER(S),2+VIEWS BILAT IN O.R.",1,,
Radiology,,BO FEMUR (AP & LAT) SOFT TISSUE BILAT IN O.R.,1,,
Radiology,,"BO ANKLE (AP, MORTISE & LAT) BILAT IN O.R.",1,,
Radiology,,"BO ANKLE (AP, LAT & OBLIQUE) BILAT IN O.R.",1,,
Radiology,,BILIARY STONE REMOVAL,1,,
Radiology,,BIL LOW EXT VEIN/REFLUX STUDY (90 MIN),1,,
Radiology,,BB KNEE (3 VIEWS) BILAT BILAT,1,,
Radiology,,BABYGRAM LUMBAR&THORACIC AP/LAT,1,,
Radiology,,"BABYGRAM LOWER EXT,MIN 2 VIEWS",1,,
Radiology,,BABYGRAM CHEST DECUB ONLY (71035),1,,
Radiology,,"C-SPINE, TRAUMA (WITH FLEX, EXT & OBLS)",1,,
Radiology,,CARDIAC MORPHOLOGY W/CONTRAST,1,,
Radiology,,"B RIB UNILAT, W/ AP CHEST BILAT",1,,
Radiology,,CT ABD&PELVIS W&W/O C COLON TECHNIQUE,1,,
Radiology,,CT LUNG/MED BX NON-RAD W/GUIDANCE,1,,
Radiology,,CT LOW WXT W/C,1,,
Radiology,,CT LOW EXT W/O C,1,,
Radiology,,CT LOW EXT W&W/O C,1,,
Radiology,,CT HEAD W/ ANESTHESIA W/O CONTRAST,1,,
Radiology,,CT HEAD W/ ANESTHESIA W/ CONTRAST,1,,
Radiology,,CT DENTASCAN MAX/MANDIBLE,1,,
Radiology,,CT COLONOSCOPY W&W/O CONTRAST,1,,
Radiology,,CT CHEST AND ABDOMEN W/O CONTRAST,1,,
Radiology,,CT ALCOHOL LIVER ABLATION,1,,
Radiology,,CT AIRWAY W/O C WITH RECONS,1,,
Radiology,,CT ABDOMEN W/O CONTRAST W/ONC TABLE,1,,
Radiology,,CT ABDOMEN AND PELVIS W/O CONTRAST W/ONC TABLES,1,,
Radiology,,CT ABD CHEMO EMBO,1,,
Radiology,,CARDIAC PERFUSION DOBUTAMINE,1,,
Radiology,,CONSULT READING BILATERAL MAMMOGRAM ONLY,1,,
Radiology,,CONSULT DIAGNOSTIC MAMMOGRAM,1,,
Radiology,,COLON (DOUBLE CONTRAST BARIUM ENEMA),1,,
Radiology,,CLOSURE DEVICE VASC IMP/INS,1,,
Radiology,,CHEST PORTABLE LINE PLACMENT,1,,
Radiology,,CHEST (FRONT/LAT W/APICAL LORDOTIC),1,,
Radiology,,"CHEST (CARDIAC PA,AP & LAT)",1,,
Radiology,,CHEMO ADM INTRATHECAL W/LP,1,,
Radiology,,CENTRAL TUNNELED W/PORT,1,,
Radiology,,"CATHETER, THROMBOECTMY/EMBOECTMY",1,,
Radiology,,CAROTID/CERVICAL/BILAT A-GRAM,1,,
Radiology,,CAROT/CEREB BI,1,,
Radiology,,CARDIAC STRUCTURE/MORPHOLOGY IN CONGENITAL HEART DISEASE,1,,
Radiology,,B SCAPULA BILAT,1,,
Radiology,,"B RIB BILAT, W/AP CHEST BILAT",1,,
Physician ,1,Surgical Critical Care Intensivist,1,,
Physician ,1,critical care Progress note,1,,
Physician ,1,nurisng,1,,
Physician ,1,note entered in error,1,,
Physician ,1,micu attending family meeting note,1,,
Physician ,,metavision logout caused duplicate note,1,,
Physician ,1,family discussion,1,,
Physician ,1,event,1,,
Physician ,,error- no note,1,,
Physician ,,error,1,,
Physician ,1,critical care staff pn,1,,
Physician ,1,critical care staff admission note,1,,
Physician ,1,critical care attending note,1,,
Physician ,1,critical care attending admission note,1,,
Physician ,1,critical care attending,1,,
Physician ,,central line placement attempt,1,,
Physician ,1,progress note,1,,
Physician ,,cardioversion,1,,
Physician ,,attending procedure note,1,,
Physician ,1,admit/cpr note,1,,
Physician ,1,admission note,1,,
Physician ,,a-line placement note,1,,
Physician ,1,Weekend Physician,1,,
Physician ,1,Weekend Intensivisit,1,,
Physician ,1,Transfer Planning,1,,
Physician ,,Thoracentesis,1,,
Physician ,1,Telephone Contact,1,,
Physician ,1,Telephone Conferences with daughters,1,,
Physician ,1,TSICU Resident Admission Note,1,,
Physician ,1,Surgical Intensivist ICU,1,,
Physician ,,procedure note: A-line,1,,
Radiology,,ABD A-GRAM,1,,
Radiology,,B PELVIS WITH JUDET VIEWS BILAT,1,,
Radiology,,B BILAT DIAGNOSTIC MAMMOGRAM BILAT,1,,
Radiology,,B NAVICULAR (SCAPHOID ONLY) 4 VIEWS BILAT,1,,
Radiology,,B MRA LEG W/O C BILAT,1,,
Radiology,,B MR KNEE W/O CONTRAST BILAT,1,,
Radiology,,B HUMERUS (AP & LAT) SOFT TISSUE BILAT,1,,
Radiology,,B HIP 1 VIEW BILAT,1,,
Radiology,,B FOREARM (AP & LAT) SOFT TISSUE BILAT,1,,
